,0
45799,Someone Trolled Twitter Into Thinking Macklemore Joined ISIS
45800,London hip-hop artist Abdel-Majed Abdel Bary key suspect in hunt for killer of American journalist James Foley
45801,"Dead for 48 minutes, Catholic Priest claims God is female"
45802,Jihadi John identity revealed as Mohammed Emwazi: live
45803,Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR
45804,Watch: ISIS Claims to Have Captured U.S. Airdropped Weapons
45805,This Woman Exposed Her Cheating Boyfriend With A Brilliant Christmas Gift
45806,You all had an abortion! [Google Translate]
45807,Kim Jong-un 'Had Surgery on Fractured Ankles'
45808,Obama: murder of James Foley 'shocks the conscience of the entire world'
45809,God is a woman- Priest who died for 48 minutes claims
45810,Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border
45811,"HBO streaming service could launch in April for $15 per month, work on Apple TV"
45812,Animal lovers abuzz over pope’s comments that 'paradise is open to all of God’s creatures'
45813,This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away
45814,Actor has his testicles stolen after meeting ‘young blonde woman at a bar’
45815,Report: Possible audio tape of Michael Brown shooting
45816,Macaulay Culkin Victim of Another Online Death Hoax
45817,"In Moscow, police are looking for a felon, cut the male genitals"
45818,"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports"
45819,Islamic State May Have Fighter Jets Now After Seizing Russian-Made MiGs
45820,Kim Jong-Un 'bans the name Kim Jong-un'
45821,DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter
45822,U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family
45823,Whiz kid stock picker: I didn't actually make $72M trading
45824,Unverified video shows beheading of aid worker David Haines
45825,Questions raised over Nicaragua 'meteorite'
45826,Kim Jong-un ‘is so fat from eating cheese that he has broken his ankles’
45827,Islamic State Leader al-Baghdadi “Not Dead”
45828,Teen Makes $72 Million on the Stock Market
45829,Dog Found Abandoned With Suitcase Filled With His Belongings
45830,Libya: Missing Libya Planes Spark Security Concerns
45831,"Boko Haram Denies Ceasefire, Says Kidnapped Girls Are Now Married"
45832,Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career
45833,Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure
45834,This Is a Truly Horrifying Story About a Spider
45835,iPhone Game Developer Quits Job By Hiding The Greatest Letter Of Resignation Ever Inside His Game
45836,Texas Truck Winds Up in Syria With Islamic Militants
45837,Video Purports To Show Beheading Of U.S. Journalist By Militants
45838,Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts
45839,Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants
45840,Lynch mob chop man's penis off after catching him allegedly trying to rape teenager
45841,Comcast Says You Can Keep Your Tor
45842,ISIL Beheads American Photojournalist in Iraq
45843,AUSTRALIA: 600-POUND WOMAN GIVES BIRTH TO 40-POUND BABY
45844,US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video)
45845,"Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness"
45846,ISIS Militants Allegedly Contracted Ebola
45847,Setting the record straight on tor
45848,Vogue’s Shiny New Office Has a Big Rat Problem
45849,Angry mob chops off man's genitals with butcher’s knife for alleged rape attempt
45850,"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba"
45851,Christian Bale to play Steve Jobs in upcoming biopic
45852,Nigeria and Boko Haram 'agree ceasefire and girls' release'
45853,Meteorite Leaves House-Sized Crater in Nicaragua’s Capital
45854,"Soldier, Gunman Killed In Shooting Incident Near Canadian Parliament"
45855,Video messaging service verifies timing of CNN audio recording
45856,Eyewitness Says Viral Video of Homeless Man Was Staged
45857,CNN Airs Alleged Audio from Michael Brown Shooting
45858,"Stainless steel Apple Watch could cost just $499, but gold will be 10 times as pricey"
45859,ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video
45860,Magic mushrooms found at Buckingham Palace
45861,Islamist websites claim Israeli-Canadian woman kidnapped by IS: report
45862,"Obama, Outraged Over Beheading, Vows to Stay on Course"
45863,Guru who ordered 400 followers to be castrated 'so they could be closer to God' is investigated for grievous bodily harm in India
45864,UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals
45865,Newly Discovered Mass Grave Linked to Missing Mexican Students
45866,"Kim Jong-un Broke Both Ankles and Is Hospitalized, Report Claims"
45867,Christian Bale Pulls Out of Upcoming Steve Jobs Biopic
45868,U.S. arms airdrop fell into ISIS hands: Pentagon
45869,That Was Fast: Christian Bale Bails on Steve Jobs Biopic
45870,"Boko Haram Denies Ceasefire, Says Kidnapped Girls Are Now Married"
45871,This Is a Truly Horrifying Story About a Spider
45872,Saddam Hussein’s pilots training Islamic State group
45873,Boy who suffered powerful electric shock claims he now has 'superpowers' like X-Men's Magneto as metal objects stick to him
45874,"Taibbi takes time out from First Look after “disagreements.” Can I publish our emails now, Matt?"
45875,Crank-Boosting Behind Top Apps in App Store
45876,Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?
45877,Unconfirmed reports claim Canadian-Israeli Gill Rosenberg captured by ISIS
45878,Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border
45879,KC hospital: Patient does not have symptom profile of Ebola
45880,Mexico Says Missing Students Not Found In First Mass Graves
45881,US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video)
45882,Tropical spider burrows under man's skin through scar
45883,‘Photo of slain IS leader’ reported to be doctored
45884,"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria"
45885,"'Star Wars VII' News, Update: JJ Abrams Pushing for Summer Release?"
45886,"Jess Smith, 19, Claims She Was Teletubbies' Giggling Baby: What Did She Get Paid?"
45887,#Hairgate: iPhone 6 users say device pulls out hair
45888,"Jihadi John named as Mohammed Emwazi, from west London"
45889,Eye-catching! Rare sighting of Anna Wintour without her trademark sunglasses as she leaves 'rat-infested' Vogue office
45890,ISIS Beheading of U.S. Journalist James Foley Posted to YouTube
45891,"Tropical spider burrows under man's skin, lives there for three days"
45892,Moment Michael Brown was shot dead 'caught on audio recording': FBI handed potentially damning tape of ELEVEN shots being fired - including final volley of 'kill shots'
45893,ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY
45894,New Audio Recording From Ferguson May Capture Michael Brown Shooting
45895,Report: Missing Libyan jetliners raise fears of suicide airliner attacks on 9/11
45896,Caught a catfish record in Po: 127 kg and 2.67 meters
45897,Was The Batmobile Stolen In Detroit?
45898,"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days"
45899,Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus
45900,Hoax 'Banksy Arrested in London' Story Dupes the Internet Again
45901,"Comcast Is Threatening To Cut Off Customers Who Use Tor, The Web Browser For Criminals"
45902,Nigeria Boko Haram blamed for raids despite truce claim
45903,Woman Stays In KFC For A Week To Get Over Her Break-Up
45904,ISIS Executioner 'Jihadi John' Is Named as Mohammed Emwazi
45905,Is Kim Jong Un's sister Kim Yo Jong in charge?
45906,"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing"
45907,GCPD Solved Stolen Batmobile Case?
45908,ISIS Seemingly Beheaded American Journalist James Wright Foley
45909,Meteor Leaves 40-Foot Crater Near Managua's Airport
45910,New Audio Allegedly Captures Moment Michael Brown Was Shot
45911,New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney
45912,"Report: Apple Watch to start at $500 in stainless steel, thousands for gold model"
45913,ISIL Beheads American Photojournalist in Iraq
45914,"Meet Magneto Boy, the kid who attracts metal with his body"
45915,Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards
45916,ISIS: Desperate mum told 'you've just eaten your son' after visiting militants' base in search of kidnap victim
45917,Experts: More facts needed on purported audio recording of Michael Brown shooting
45918,"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking"
45919,"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012"
45920,Kim Jong-Un's Sister Takes Control in North Korea
45921,Apple Watch reportedly has low-energy 'power reserve' mode
45922,Widower Cries Tears Of Joy After Hearing Late Wife's Voice Again
45923,'There is no limit to their depravity' Islamic State FEED mother her own SON
45924,Tropical spider 'burrowed under man's skin through scar' - video report
45925,The Unluckiest Man In The World Set His College On Fire With A Fireworks Marriage Proposal
45926,BREAKING: ISIS Beheads American Journalist James Wright Foley
45927,WTC rats scare off Anna Wintour
45928,Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS
45929,Christian Bale quits Steve Jobs movie
45930,Isis Syria News: Iraqi Pilots 'Training Isis Fighters' to Fly Captured Planes
45931,Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic
45932,Govt fires employee who skipped work for 24 years
45933,NASA Raises Doubts About Reports of Nicaraguan Meteorite
45934,This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away
45935,Isis tells mother on rescue mission :’You’ve just eaten your son’
45936,ISIS Extremists Claim to Behead British Hostage David Haines
45937,Newly Discovered Mass Grave Linked to Missing Mexican Students
45938,Isilkulskom student has gained superhero powers after shock
45939,ISIL video claims beheading of kidnapped journalist James Foley
45940,"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing"
45941,US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video)
45942,Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau
45943,Lynch mob chop man's penis off after catching him allegedly trying to rape teenager
45944,Mexican students not among bodies found in mass graves
45945,Amazon plans ad-supported video streaming service - NY post
45946,Mechanical polar bear ‘threatened with ASBO for singing Christmas songs’
45947,Audio of gunfire in Michael Brown case authenticated by app company
45948,Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria
45949,CNN Plays Alleged Recording of Michael Brown Shooting
45950,ISIS Beheading of U.S. Journalist James Foley Posted to YouTube
45951,"Boko Haram Cease-Fire: Abducted Nigerian Schoolgirls To Be Released, Officials Say"
45952,"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]"
45953,Nicaragua says meteorite probable cause of blast in capital
45954,Senator: Detainees swapped for Bergdahl have contacted militants
45955,Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States
45956,Militant Group Says It Killed American Journalist in Syria
45957,"Apple 12-Inch MacBook Air Details Emerge; Device Could Be Thinner, Lighter Than Current Model"
45958,BREAKING: ISIS Beheads American Journalist James Wright Foley
45959,"TEXAS TURKEY FARM CONTAMINATED WITH EBOLA, OVER 250,000 HOLIDAY TURKEYS INFECTED"
45960,Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’
45961,Nigeria says ceasefire agreed with Boko Haram
45962,Audio recording allegedly captures at least 10 shots fired in Michael Brown killing
45963,Video Purports To Show Beheading Of U.S. Journalist By Militants
45964,Islamic State claims to have beheaded American journalist
45965,Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?
45966,American hostage killed in rescue attempt in Yemen - senior official
45967,Saudi cleric issues fatwa against building snowmen
45968,"Want a Gold Apple Watch? All You Need is $5,000"
45969,Continuing Violence Puts Boko Haram Ceasefire In Jeopardy
45970,Report: British intelligence has identified Foley's killer
45971,"ISIS beheads American photo-journalist James Wright Foley, threatens more to come"
45972,Graffiti Artist Banksy Arrested In London; Identity Revealed
45973,Isis claims to behead US journalist
45974,"What was fake on the Internet this week: Obama’s peace prize, pumpkin-spice condoms and insane winter snow"
45975,Comcast gets customer fired for complaining about poor service
45976,Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border
45977,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?"
45978,"Apple Watch Pricing to Reportedly Start at $500 for Stainless Steel, $4,000 for Gold"
45979,Airport worker strips naked at Russian airport
45980,Brian Williams Insists NBC News Meteorologist Did Not Pee in the Snow While on Air
45981,"Is North Korea, world's most secret state, really planning a new restaurant in Scotland?"
45982,Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?
45983,What Glenn Beck Fears May Be Done With the 11 Missing Jets
45984,Jose Canseco Accidentally Shot Himself in the Hand
45985,Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan
45986,"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis"
45987,"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims"
45988,Letter From Lego To Parents In The '70s Makes An Important Point About Gender
45989,"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry"
45990,Was The Batmobile Stolen In Detroit?
45991,There has been a shooting at the War Memorial on Parliament Hill. Unconfirmed reports say a soldier was shot.
45992,Saudi cleric condemns snowmen as anti-Islamic
45993,BREAKING: British-born hostage 'KILLED in failed rescue attempt'
45994,Christian Bale will not play Steve Jobs
45995,Rumors about Fidel Castro’s death again circulate on the Internet
45996,ISIS Beheads American Journalist
45997,"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say"
45998,Russian Yeti Or Bigfoot Hoax? New Footage Sparks Debate
45999,Female Israeli fighter said abducted by Islamic State  Read more: Female Israeli fighter said abducted by Islamic State
46000,Rapper Big Bank Hank of Sugarhill Gang dies at 57
46001,"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba"
46002,Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers
46003,Texas plumber's truck spotted in Syria: 'We have nothing to do with terror at all'
46004,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?"
46005,Apple Orders More Than 5 Million Watches for Initial Run
46006,"So, There Might Be a Rat Infestation at Vogue"
46007,"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]"
46008,NBC weatherman caught urinating in the woods live on air
46009,"Audio captured at time of Michael Brown shooting, company says"
46010,Incredible Video Shows A US Marine Surviving Being Shot In The Head By A Sniper In Afghanistan
46011,ISIS Blasts 'Scorpion Bombs' At Civilian Areas In Iraq; Mosul Residents Living In Fear
46012,"A message from Jim's mom, Diane Foley:"
46013,Small Meteorite Strikes in Nicaragua's Capital City of Managua
46014,This Is The Most Epic Way To Quit Your Job
46015,Nicaragua says meteorite probable cause of blast in capital
46016,Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career
46017,Kim Jong-un ‘is so fat from eating cheese that he has broken his ankles’
46018,NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market
46019,REPORT: Alleged New Audio of Michael Brown Shooting
46020,"Pizza delivery man gets $2,000 tip"
46021,Watch moment TV weatherman is caught urinating in the bushes LIVE on camera
46022,Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?
46023,Apple was forced to nix key health features from its smartwatch -- report
46024,ISIL militant 'Jihadi John' named by media
46025,Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border
46026,Watch moment TV weatherman is caught urinating in the bushes LIVE on camera
46027,Ottawa investigates reports that Isis has captured Canadian-Israeli woman
46028,"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven"
46029,Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi
46030,Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact
46031,ISIS Beheads American Journalist
46032,#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair
46033,"In Moscow, police are looking for a felon, cut the male genitals"
46034,ISIL allegedly kills US journalist in video
46035,This Guy Paid Off His Parents’ Mortgage For Christmas
46036,"Islamic State training fighter pilots in captured jets, monitoring group says"
46037,"Jihadi John named as Mohammed Emwazi, from west London"
46038,The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control
46039,"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14"
46040,Electric shock turns Russian boy into Marvel's Magneto
46041,Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video)
46042,"Managua explosion not a meteorite, NASA suggests"
46043,Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus
46044,Second person rushed to hospital with Ebola symptoms after contact with 'patient zero' Thomas Duncan
46045,ISIS executioner 'Jihadi John' named by media
46046,Seth Rogen to play Steve Wozniak alongside Christian Bale's Steve Jobs
46047,An audio recording of the Michael Brown shooting has reportedly surfaced
46048,ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government
46049,Letter From Lego To Parents In The '70s Makes An Important Point About Gender
46050,"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models"
46051,Meet The College Student Who Claims She Was The ‘Teletubbies’ Sun Baby
46052,Was The Batmobile Stolen In Detroit?
46053,McDonald’s Will Stop Serving Overweight Customers Beginning 1/1/15
46054,"High-end Apple Watch to start at $5,000 -- analyst"
46055,Kevin Vickers Hailed As Hero For Reportedly Shooting Gunman Inside Parliament
46056,"Boko Haram agrees to ceasefire, release of school girls"
46057,"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date"
46058,Alleged audio of Michael Brown shooting released
46059,Canadian Soldier Shot At Ottawa War Memorial: Report
46060,Dog found abandoned outside railway station with suitcase of his belongings
46061,Mechanical polar bear ‘threatened with ASBO for singing Christmas songs’
46062,"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?"
46063,"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom"
46064,Report: US Drones Over Syria Looking for ISIS Leader Abu Bakr al-Baghdadi
46065,Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation'
46066,NBC weatherman caught urinating in the woods live on air
46067,"Tiger Woods PED, PGA Tour Suspension Allegations Retracted by Dan Olsen"
46068,Heartwarming video shows son revealing he’s paid off parent’s mortgage as a Christmas gift
46069,This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!
46070,North Korean dictator Kim Jong-Un to open restaurant in Scotland
46071,"Pizza delivery driver surprised with $2,000 tip"
46072,"Is Apple about to launch a totally redesigned, 12-inch MacBook Air?"
46073,"Tee-off in your own putting paradise: Swedish luxury island owned by Tiger Woods up for sale - and it comes with a villa, a hot tub and a lodge"
46074,"Dead for 48 minutes, this Catholic Priest claims God is female"
46075,"Unhappy Customer: Comcast Told My Employer About Complaint, Got Me Fired"
46076,"Ann Arbor pizza delivery driver surprised with $2,000 tip"
46077,Islamic State Leader al-Baghdadi “Not Dead”
46078,Kim Jong-Un's Scottish Dog Meat Restaurant Is Probably Fabricated Shite
46079,Eyewitness Says Viral Video of Homeless Man Was Staged
46080,"A message from Jim's mom, Diane Foley:"
46081,"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged"
46082,Obama: murder of James Foley 'shocks the conscience of the entire world'
46083,Who Should Play Steve Jobs Now That Christian Bale Quit?
46084,Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border'
46085,ISIS Border Crisis: DHS Chief Says Terrorists Not Entering US Through Mexico
46086,Vogue's new digs are reportedly swarming with rats
46087,Low-level marijuana possession could soon land you a ticket instead of arrest in New York City
46088,Judd Nelson rebuffs Internet rumors that he died of a drug overdose.
46089,ISIS supporters mourn death of ‘youngest fighter’
46090,Pentagon confirms al-Shabab leader killed in airstrike in Somalia
46091,US officials: Video shows American's execution
46092,"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012"
46093,Amazon's Newest Tablet Will Come With Free News From The Washington Post
46094,Lebanon 'holding IS leader's daughter and ex-wife'
46095,Isis leader Abu Bakr al-Baghdadi's 'wife and son detained in Lebanon'
46096,"Dogs DO go to heaven… and cats, and horses: Pope assures young boy that there is a place in paradise for animals as well"
46097,Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards
46098,Dera Sacha Sauda Chief Forced Castration of 400 Devotees? CBI Files Case Against 'MSG: The Messenger of God' Actor
46099,"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57"
46100,Bali spider burrows under Aussie’s chest
46101,Watch US Marine get shot in HEAD by Taliban sniper - and live to tell tale
46102,American hostage in Yemen freed in military raid-Defence Ministry
46103,"Soldier, Gunman Killed In Shooting Incident Near Canadian Parliament"
46104,"Is North Korea, world's most secret state, really planning a new restaurant in Scotland?"
46105,Pentagon: ISIS seized materials airdropped to Kurds
46106,Video: Marine survives Taliban sniper headshot thanks to helmet
46107,Is Kim Jong-un Opening North Korean Restaurant in Scotland?
46108,"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims"
46109,Nun gives birth to surprise baby after complaining of stomach pains
46110,Texas Town Quarantined After Family Of Five Test Positive For The Ebola Virus
46111,"No, there aren’t any Ebola cases in Iraq"
46112,Robot security guards now patrolling Microsoft's Silicon Valley campus
46113,‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS
46114,"North Korean leader Kim Jong-un’s mystery illness actually two broken ankles, newspaper says"
46115,Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO)
46116,"Rajasthan: Man Tries to Rape Teenager, Angry Mob Chops His Penis Off"
46117,"So, There Might Be a Rat Infestation at Vogue"
46118,"McDonald’s to Stop Serving Overweight Customers in January? Nope, ‘1/15/2015′ Story is Fake"
46119,Cheese blamed for North Korean leader Kim Jong-un's broken ankles
46120,Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?
46121,Man discovers spider living under his skin during Bali vacation
46122,"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking"
46123,Iraq Says Arrested Woman Is Not The Wife of ISIS Leader al-Baghdadi
46124,Video shows ISIL beheading of photojournalist James Foley
46125,ISIS fighters seize weapons airdrop meant for Kurds
46126,High School Student Rumored to Have Made $72 Million Trading Stocks
46127,Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation'
46128,Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image
46129,"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options"
46130,"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened"
46131,"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED"
46132,Christian Bale to Play Steve Jobs in New Movie
46133,Strange mark turns out to be tropical spider burrowing under vacationer's skin
46134,Pumpkin Spice Condoms Could Be The Only Thing To Save The World From Basic Children
46135,Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR
46136,Insurgents killed in Nigeria despite alleged truce with Boko Haram
46137,Italian fisherman catches monstrous 280-pound catfish
46138,Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States
46139,Man With Ebola-Like Symptoms Claims Contact With 'Patient Zero' in Texas
46140,BREAKING: ISIS Beheads American Journalist James Wright Foley
46141,New Audio Shows Michael Brown Was Shot at 11 Times
46142,Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials 
46143,Daash Ebola transferred to Mosul {Google Translate]
46144,Mexico finds 4 more graves at site of suspected student massacre
46145,Meteorite 'caused mysterious boom in Nicaragua'
46146,Christian Bale won't play Steve Jobs
46147,Video Purports To Show Beheading Of U.S. Journalist By Militants
46148,From bendgate to hairgate: Now iPhone 6 users complain the device is ripping out their hair
46149,Government fires employee who skipped work for 24 years
46150,11 aircraft are missing from ‘terrorist-held’ Tripoli airport ahead of 9/11 anniversary
46151,Nigeria Boko Haram blamed for raids despite truce claim
46152,Man who skipped work for 24 years is finally fired
46153,"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing"
46154,Man who SLAPS people if they sneeze in public being hunted by police
46155,Nicaragua asks U.S. for help investigating meteorite crater
46156,"Kim Yo Jong, Kim Jong-Un’s Sister, Takes Control of North Korea While Brother Gets Treatment?"
46157,Macaulay Culkin Victim of Another Online Death Hoax
46158,Shots Heard In Alleged Brown Shooting Recording [AUDIO]
46159,Rajasthan: Angry mob teaches rapist a lesson; chops penis off
46160,"Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness"
46161,Attorney: New audio reveals pause in gunfire when Michael Brown was shot
46162,Kim Jong-Un's Sister Takes Control in North Korea
46163,Now THAT'S a Royal trip! Alan Titchmarsh finds psychedelic mushroom in the Queen's garden at Buckingham Palace
46164,Was Heart-Tugging Viral Video Of Generous Homeless Man All A Hoax?
46165,"Tour, agent: Tiger Woods not banned"
46166,Isis video claims to show beheading of British hostage David Haines
46167,David Haines beheading video confirmed genuine; UK PM Cameron vows to hunt down ISIS 'monsters'
46168,Nasty iOS 8 Bug Could Erase Your iCloud Drive Documents
46169,Jihadi John identity revealed as Mohammed Emwazi: live
46170,Missing American journalist reportedly beheaded by Islamic State 
46171,BREAKING NEWS: Gunman 'shot dead' after wounding soldier near Canada parliament
46172,Homeland Security: No ISIL fighters on U.S. border
46173,Rats are still running around at Vogue
46174,ISIS Video Claims to Show Beheading of British Hostage
46175,Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?
46176,North Korean leader Kim Jong-un to open restaurant in Scotland
46177,Insurgents killed in Nigeria despite alleged truce with Boko Haram
46178,Government employee fired after skipping work for 24 years
46179,Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career
46180,Cheese addiction breaks Kim Jong-un's ankles
46181,India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes
46182,Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’
46183,Boko Haram denies it has agreed ceasefire
46184,Nationwide turkey recall? Ebola-infected birds? USDA debunks the hoax
46185,Report: British intelligence has identified Foley's killer
46186,Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant
46187,Alleged audio of Michael Brown shooting released
46188,Scientists Doubt That Meteor Caused Crater In Nicaragua
46189,"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds"
46190,"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012"
46191,Giant 8ft 9in catfish weighing 19 stone caught in Italy is thought to be the biggest ever reeled in with a rod and line
46192,Meteor Leaves 40-Foot Crater Near Managua's Airport
46193,Islamic State militants claim to behead missing American journalist
46194,"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]"
46195,Tourist wakes to find strange red trail on his stomach - and discovers a spider has burrowed through his appendix scar and crawled UNDER his skin while on holiday in Bali
46196,Watch US Marine get shot in HEAD by Taliban sniper - and live to tell tale
46197,"Managua explosion not a meteorite, NASA suggests"
46198,Man chops off his own penis after girlfriend told him he was no good in bed
46199,Pure Evil: Islamic State Beheads American Journalist James Wright Foley
46200,Batman Set To Play Steve Jobs In Upcoming Biopic
46201,Terrorism fears rise amid reports of stolen jetliners
46202,Confusion Surrounds Capture Of “ISIS Leader’s Wife”
46203,ESPN's Domestic Violence Panel Is Missing Something Important
46204,ISIL militant 'Jihadi John' named by media
